sr_pmid,primary_pmid,sr_title,primary_title,year_sr,year_primary,weight
36829158,24548571,"Health worker education during the COVID-19 pandemic: global disruption, responses and lessons for the future-a systematic review and meta-analysis.",The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2023,2014.0,1.0
37062467,30497695,Enhanced recovery after surgery (ERAS) for craniotomies in the treatment of brain tumors: A systematic review.,A randomized controlled study of preoperative oral carbohydrate loading versus fasting in patients undergoing elective craniotomy.,2023,2019.0,1.011364
37158227,24548571,Effectiveness of interventions for school-aged-children and adolescents with fetal alcohol spectrum disorder: a systematic review and meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2024,2014.0,1.0
37212631,29915986,Nutrition as prevention for improved cancer health outcomes: a systematic literature review.,The impact of preoperative carbohydrate loading on intraoperative body temperature: a randomized controlled clinical trial.,2023,2018.0,1.0
37212631,31309323,Nutrition as prevention for improved cancer health outcomes: a systematic literature review.,A randomised controlled study of preoperative oral carbohydrate loading versus fasting in patients undergoing colorectal surgery.,2023,2019.0,1.0
37226372,24548571,Acupuncture for the prevention of chemotherapy-induced nausea and vomiting in cancer patients: A systematic review and meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2023,2014.0,1.000385
37348748,30497695,Enhanced recovery after surgery in patients undergoing craniotomy: A meta-analysis.,A randomized controlled study of preoperative oral carbohydrate loading versus fasting in patients undergoing elective craniotomy.,2023,2019.0,1.012195
37348748,15681099,Enhanced recovery after surgery in patients undergoing craniotomy: A meta-analysis.,The administration of an oral carbohydrate-containing fluid prior to major elective upper-gastrointestinal surgery preserves skeletal muscle mass postoperatively--a randomised clinical trial.,2023,2005.0,1.0
37365685,24548571,A systematic review with meta-analysis on prophylactic negative pressure wound therapy versus standard dressing for obese women after caesarean section.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2023,2014.0,1.000388
37430002,24548571,Does adding exercise or physical activity to pharmacological osteoporosis therapy in patients with increased fracture risk improve bone mineral density and lower fracture risk? A systematic review and meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2023,2014.0,1.0
37435902,24548571,Do pooled estimates from orthodontic meta-analyses change depending on the meta-analysis approach? A meta-epidemiological study.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2023,2014.0,1.000776
37468916,24548571,Probiotic supplementation during antibiotic treatment is unjustified in maintaining the gut microbiome diversity: a systematic review and meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2023,2014.0,1.0
37559444,31309323,Postoperative ileus after digestive surgery: Network meta-analysis of pharmacological intervention.,A randomised controlled study of preoperative oral carbohydrate loading versus fasting in patients undergoing colorectal surgery.,2024,2019.0,1.0
37648266,24548571,Balancing risks and benefits of cannabis use: umbrella review of meta-analyses of randomised controlled trials and observational studies.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2023,2014.0,1.001078
37683100,24548571,Effectiveness of Exercise Interventions for Preventing Neck Pain: A Systematic Review With Meta-analysis of Randomized Controlled Trials.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2023,2014.0,1.0
38006755,24548571,Comparative efficacy of exercise modalities on sleep quality in populations with sleep disorders: A systematic review and network meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2024,2014.0,1.0
38031003,24548571,PD-1/PD-L1 inhibitors plus carboplatin and paclitaxel compared with carboplatin and paclitaxel in primary advanced or recurrent endometrial cancer: a systematic review and meta-analysis of randomized clinical trials.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2023,2014.0,1.001543
38039526,30497695,Effect of the enhanced recovery protocol in patients with brain tumors undergoing elective craniotomies: a systematic review and meta-analysis.,A randomized controlled study of preoperative oral carbohydrate loading versus fasting in patients undergoing elective craniotomy.,2023,2019.0,1.012195
38151428,24548571,Comparative analysis of surgical and prosthetic rehabilitation in maxillectomy: A systematic review and meta-analysis on quality-of-life scores and objective speech and masticatory measurements.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2025,2014.0,1.0
38199405,24548571,"A systematic review and meta-analysis of the effectiveness of co-designed, in-person, mental health interventions for reducing anxiety and depression symptoms.",The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2024,2014.0,1.0
38199928,24548571,The analgesic effectiveness of perioperative lidocaine infusions for acute and chronic persistent postsurgical pain in patients undergoing breast cancer surgery: a systematic review and meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2024,2014.0,1.0
38306943,29915986,Outcome Heterogeneity in Prehabilitation Trials-Are We Comparing Apples and Oranges?,The impact of preoperative carbohydrate loading on intraoperative body temperature: a randomized controlled clinical trial.,2024,2018.0,1.0
38306943,31309323,Outcome Heterogeneity in Prehabilitation Trials-Are We Comparing Apples and Oranges?,A randomised controlled study of preoperative oral carbohydrate loading versus fasting in patients undergoing colorectal surgery.,2024,2019.0,1.0
38381514,24548571,Effects of eHealth Interventions on 24-Hour Movement Behaviors Among Preschoolers: Systematic Review and Meta-Analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2024,2014.0,1.0
38383390,24548571,Efficacy and safety of Zolbetuximab plus chemotherapy for advanced CLDN18.2-positive gastric or gastro-oesophageal adenocarcinoma: a meta-analysis of randomized clinical trials.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2024,2014.0,1.00155
38418762,24548571,Local anesthesia versus general anesthesia for surgical drainage of chronic subdural hematoma: a systematic review and meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2024,2014.0,1.0
38651841,30497695,Enhanced Recovery After Surgery for Craniotomies: A Systematic Review and Meta-analysis.,A randomized controlled study of preoperative oral carbohydrate loading versus fasting in patients undergoing elective craniotomy.,2025,2019.0,1.011905
38651841,16919107,Enhanced Recovery After Surgery for Craniotomies: A Systematic Review and Meta-analysis.,Pre-operative oral carbohydrate loading in colorectal surgery: a randomized controlled trial.,2025,2006.0,1.002304
38651841,24548571,Enhanced Recovery After Surgery for Craniotomies: A Systematic Review and Meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2025,2014.0,1.0
38676554,31356274,Trends in preoperative carbohydrate load practice: A systematic review.,Simple Versus Complex Preoperative Carbohydrate Drink to Preserve Perioperative Insulin Sensitivity in Laparoscopic Colectomy: A Randomized Controlled Trial.,2024,2020.0,1.045455
38676554,30497695,Trends in preoperative carbohydrate load practice: A systematic review.,A randomized controlled study of preoperative oral carbohydrate loading versus fasting in patients undergoing elective craniotomy.,2024,2019.0,1.013158
38676554,15739210,Trends in preoperative carbohydrate load practice: A systematic review.,Randomized clinical trial of the effects of oral preoperative carbohydrates on postoperative nausea and vomiting after laparoscopic cholecystectomy.,2024,2005.0,1.0
38676554,28582271,Trends in preoperative carbohydrate load practice: A systematic review.,"Preoperative Oral Carbohydrate Load Versus Placebo in Major Elective Abdominal Surgery (PROCY): A Randomized, Placebo-controlled, Multicenter, Phase III Trial.",2024,2018.0,1.0
38676554,29157765,Trends in preoperative carbohydrate load practice: A systematic review.,The Effect of Preoperative Oral Carbohydrate Solution Intake on Patient Comfort: A Randomized Controlled Study.,2024,2017.0,1.0
38676554,16919107,Trends in preoperative carbohydrate load practice: A systematic review.,Pre-operative oral carbohydrate loading in colorectal surgery: a randomized controlled trial.,2024,2006.0,1.0
38676554,29915986,Trends in preoperative carbohydrate load practice: A systematic review.,The impact of preoperative carbohydrate loading on intraoperative body temperature: a randomized controlled clinical trial.,2024,2018.0,1.0
38676554,29915988,Trends in preoperative carbohydrate load practice: A systematic review.,"Effects of Preoperative Oral Carbohydrates on Quality of Recovery in Laparoscopic Cholecystectomy: A Randomized, Double Blind, Placebo-Controlled Trial.",2024,2018.0,1.0
38676554,20177856,Trends in preoperative carbohydrate load practice: A systematic review.,The impact and safety of preoperative oral or intravenous carbohydrate administration versus fasting in colorectal surgery--a randomized controlled trial.,2024,2010.0,1.0
38676554,12631049,Trends in preoperative carbohydrate load practice: A systematic review.,"Effects of preoperative oral carbohydrates and peptides on postoperative endocrine response, mobilization, nutrition and muscle function in abdominal surgery.",2024,2003.0,1.0
38676554,28073036,Trends in preoperative carbohydrate load practice: A systematic review.,Does preoperative oral carbohydrate treatment reduce the postoperative surgical stress response in lumbar disc surgery?,2024,2017.0,1.0
38676554,35949825,Trends in preoperative carbohydrate load practice: A systematic review.,Impact of preoperative carbohydrate loading on gastric volume in patients with type 2 diabetes.,2024,2022.0,1.0
38676554,31309323,Trends in preoperative carbohydrate load practice: A systematic review.,A randomised controlled study of preoperative oral carbohydrate loading versus fasting in patients undergoing colorectal surgery.,2024,2019.0,1.0
38676554,15681099,Trends in preoperative carbohydrate load practice: A systematic review.,The administration of an oral carbohydrate-containing fluid prior to major elective upper-gastrointestinal surgery preserves skeletal muscle mass postoperatively--a randomised clinical trial.,2024,2005.0,1.0
38676554,23547623,Trends in preoperative carbohydrate load practice: A systematic review.,Oral carbohydrate supplementation reduces preoperative discomfort in laparoscopic cholecystectomy.,2024,2013.0,1.0
38701299,24548571,Ultrasound-guided subcostal approach of transversus abdominis plane block compared with wound infiltration for postoperative analgesia following laparoscopic cholecystectomy: A systematic review and meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2024,2014.0,1.0
38730079,24548571,Early nutrition is safe and does not increase complications after upper gastrointestinal bleeding-a systematic review and meta-analysis of randomized controlled trials.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2024,2014.0,1.0
38769999,24548571,"Do proton pump inhibitors affect the effectiveness of cyclin-dependent kinase 4/6 inhibitors in advanced HR positive, HER2 negative breast cancer? A meta-analysis.",The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2024,2014.0,1.001163
38775716,24548571,Efficacy and safety of irreversible electroporation in unresectable perihilar cholangiocarcinoma: a systematic review and meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2024,2014.0,1.0
38796481,24548571,Systematic review and meta-analysis: proton pump inhibitors slightly decrease the severity of chronic cough.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2024,2014.0,1.0
38825703,24548571,Trifluridine-tipiracil plus bevacizumab versus trifluridine-tipiracil monotherapy for chemorefractory metastatic colorectal cancer: a systematic review and meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2024,2014.0,1.001159
38888626,24548571,Treatment-related adverse events in patients with advanced breast cancer receiving adjuvant AKT inhibitors: a meta-analysis of randomized controlled trials.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2024,2014.0,1.001162
38913175,24548571,"Impact of adjuvant chemotherapy on survival after pathological complete response in rectal cancer: a meta-analysis of 31,558 patients.",The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2024,2014.0,1.000774
38914837,36940663,Effectiveness of Prehabilitation Modalities on Postoperative Outcomes Following Colorectal Cancer Surgery: A Systematic Review of Randomised Controlled Trials.,Effects of Preoperative Oral Carbohydrate Loading on Neutrophil/Lymphocyte Ratio and Postoperative Complications following Colorectal Cancer Surgery: A Randomized Controlled Study.,2024,2023.0,1.020833
38914837,29915986,Effectiveness of Prehabilitation Modalities on Postoperative Outcomes Following Colorectal Cancer Surgery: A Systematic Review of Randomised Controlled Trials.,The impact of preoperative carbohydrate loading on intraoperative body temperature: a randomized controlled clinical trial.,2024,2018.0,1.015625
38914837,31309323,Effectiveness of Prehabilitation Modalities on Postoperative Outcomes Following Colorectal Cancer Surgery: A Systematic Review of Randomised Controlled Trials.,A randomised controlled study of preoperative oral carbohydrate loading versus fasting in patients undergoing colorectal surgery.,2024,2019.0,1.00625
38980237,36782111,Effects of Preoperative Oral Carbohydrates on Recovery After Laparoscopic Cholecystectomy: A Meta-analysis of Randomized Controlled Trials.,Effects of preoperative oral enzyme-hydrolyzed rice flour solution on gastric emptying and insulin resistance in patients undergoing laparoscopic cholecystectomy: a prospective randomized controlled trial.,2025,2023.0,1.0
38980237,15739210,Effects of Preoperative Oral Carbohydrates on Recovery After Laparoscopic Cholecystectomy: A Meta-analysis of Randomized Controlled Trials.,Randomized clinical trial of the effects of oral preoperative carbohydrates on postoperative nausea and vomiting after laparoscopic cholecystectomy.,2025,2005.0,1.0
38980237,28582271,Effects of Preoperative Oral Carbohydrates on Recovery After Laparoscopic Cholecystectomy: A Meta-analysis of Randomized Controlled Trials.,"Preoperative Oral Carbohydrate Load Versus Placebo in Major Elective Abdominal Surgery (PROCY): A Randomized, Placebo-controlled, Multicenter, Phase III Trial.",2025,2018.0,1.0
38980237,16919107,Effects of Preoperative Oral Carbohydrates on Recovery After Laparoscopic Cholecystectomy: A Meta-analysis of Randomized Controlled Trials.,Pre-operative oral carbohydrate loading in colorectal surgery: a randomized controlled trial.,2025,2006.0,1.0
38980237,29915988,Effects of Preoperative Oral Carbohydrates on Recovery After Laparoscopic Cholecystectomy: A Meta-analysis of Randomized Controlled Trials.,"Effects of Preoperative Oral Carbohydrates on Quality of Recovery in Laparoscopic Cholecystectomy: A Randomized, Double Blind, Placebo-Controlled Trial.",2025,2018.0,1.0
38980237,26495916,Effects of Preoperative Oral Carbohydrates on Recovery After Laparoscopic Cholecystectomy: A Meta-analysis of Randomized Controlled Trials.,Randomized Clinical Trial To Compare The Effects Of Preoperative Oral Carbohydrate Loading Versus Placebo On Insulin Resistance And Cortisol Level After Laparoscopic Cholecystectomy.,2025,2015.0,1.0
38980237,30401602,Effects of Preoperative Oral Carbohydrates on Recovery After Laparoscopic Cholecystectomy: A Meta-analysis of Randomized Controlled Trials.,The Effect of Preoperative Oral Carbohydrate Administration on Insulin Resistance and Comfort Level in Patients Undergoing Surgery.,2025,2019.0,1.0
38980237,23547623,Effects of Preoperative Oral Carbohydrates on Recovery After Laparoscopic Cholecystectomy: A Meta-analysis of Randomized Controlled Trials.,Oral carbohydrate supplementation reduces preoperative discomfort in laparoscopic cholecystectomy.,2025,2013.0,1.0
38980237,19363695,Effects of Preoperative Oral Carbohydrates on Recovery After Laparoscopic Cholecystectomy: A Meta-analysis of Randomized Controlled Trials.,"Preoperative fasting of 2 hours minimizes insulin resistance and organic response to trauma after video-cholecystectomy: a randomized, controlled, clinical trial.",2025,2009.0,1.0
39093721,24548571,Beneficial and harmful effects of tricyclic antidepressants for adults with major depressive disorder: a systematic review with meta-analysis and trial sequential analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2024,2014.0,1.000773
39129451,30401602,Pain management after laparoscopic cholecystectomy: A systematic review and procedure-specific postoperative pain management (PROSPECT) recommendations.,The Effect of Preoperative Oral Carbohydrate Administration on Insulin Resistance and Comfort Level in Patients Undergoing Surgery.,2024,2019.0,1.0
39364789,24548571,Effectiveness of wearable technology-based physical activity interventions for adults with type 2 diabetes mellitus: A systematic review and meta-regression.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2024,2014.0,1.000389
39440379,24548571,The risks of adverse events with venlafaxine for adults with major depressive disorder: a systematic review of randomised clinical trials with meta-analysis and Trial Sequential Analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2024,2014.0,1.000388
39481458,24548571,The effect of intra-aortic balloon pump on survival and neurological outcome in patients treated with extracorporeal cardiopulmonary resuscitation: A meta-analysis and systematic review.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2025,2014.0,1.0
39500131,35949825,Clinical effectiveness and safety of preoperative oral carbohydrate loading in patients with diabetes: A systematic review.,Impact of preoperative carbohydrate loading on gastric volume in patients with type 2 diabetes.,2024,2022.0,1.0
39500131,34995804,Clinical effectiveness and safety of preoperative oral carbohydrate loading in patients with diabetes: A systematic review.,Preoperative carbohydrate loading with individualized supplemental insulin in diabetic patients undergoing gastrointestinal surgery: A randomized trial.,2024,2022.0,1.0
39501660,24548571,The overestimation of the effect sizes of psychotherapies for depression in waitlist controlled trials: a meta-analytic comparison with usual care controlled trials.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2024,2014.0,1.001158
39526664,24548571,Association of baseline neutrophil-to-lymphocyte ratio and prognosis in melanoma patients treated with PD-1/PD-L1 blockade: a systematic review and meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2025,2014.0,1.000387
39542906,24548571,Racial/ethnic differences in survival and treatment response with PD-1/PD-L1 inhibitors in resectable non-small cell lung cancer: a meta-analysis of randomized controlled trials.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2025,2014.0,1.000387
39553891,24548571,Effects of yoga on stress in stressed adults: a systematic review and meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2024,2014.0,1.0
39690131,24548571,Acute Sarcopenia: Systematic Review and Meta-Analysis on Its Incidence and Muscle Parameter Shifts During Hospitalisation.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2025,2014.0,1.0
39715144,24548571,The efficacy and safety of robot-assisted surgery in cancer patients: a systematic review of randomized controlled trials.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2025,2014.0,1.0
39806448,24548571,Comparative effectiveness of physical activity interventions on cognitive functions in children and adolescents with Neurodevelopmental Disorders: a systematic review and network meta-analysis of randomized controlled trials.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2025,2014.0,1.0
39842663,29454501,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,"Postoperative inflammation and insulin resistance in relation to body composition, adiposity and carbohydrate treatment: A randomised controlled study.",2025,2019.0,1.0
39842663,33239219,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,Effect of Preoperative Oral Carbohydrate Administration on Patients Undergoing Cesarean Section with Epidural Anesthesia: A Pilot Study.,2025,2021.0,1.0
39842663,22444237,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,Perioperative perturbations in carnitine metabolism are attenuated by preoperative carbohydrate treatment: Another mechanism by which preoperative feeding may attenuate development of postoperative insulin resistance.,2025,2012.0,1.0
39842663,20101593,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,Randomized clinical trial to compare the effects of preoperative oral carbohydrate versus placebo on insulin resistance after colorectal surgery.,2025,2010.0,1.0
39842663,26268133,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,"ORGANIC INFLAMMATORY RESPONSE TO REDUCED PREOPERATIVE FASTING TIME, WITH A CARBOHYDRATE AND PROTEIN ENRICHED SOLUTION; A RANDOMIZED TRIAL.",2025,2015.0,1.0
39842663,23757474,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,Preoperative carbohydrate loading in patients undergoing coronary artery bypass or spinal surgery.,2025,2013.0,1.0
39842663,11254464,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,Preoperative oral carbohydrate treatment attenuates immediate postoperative insulin resistance.,2025,2001.0,1.0
39842663,26495916,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,Randomized Clinical Trial To Compare The Effects Of Preoperative Oral Carbohydrate Loading Versus Placebo On Insulin Resistance And Cortisol Level After Laparoscopic Cholecystectomy.,2025,2015.0,1.0
39842663,30401602,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,The Effect of Preoperative Oral Carbohydrate Administration on Insulin Resistance and Comfort Level in Patients Undergoing Surgery.,2025,2019.0,1.0
39842663,33752148,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,Effects of preoperative oral single-dose and double-dose carbohydrates on insulin resistance in patients undergoing gastrectomy:a prospective randomized controlled trial.,2025,2021.0,1.0
39842663,23612677,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,Parenteral nutrition and preOp preparation in prevention of post-operative insulin resistance in gastrointestinal carcinoma.,2025,2013.0,1.0
39842663,20622656,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,"Cellular mechanisms underlying the protective effects of preoperative feeding: a randomized study investigating muscle and liver glycogen content, mitochondrial function, gene and protein expression.",2025,2010.0,1.0
39842663,23348639,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,"Ingestion of glutamine and maltodextrin two hours preoperatively improves insulin sensitivity after surgery: a randomized, double blind, controlled trial.",2025,2012.0,1.0
39842663,31309323,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,A randomised controlled study of preoperative oral carbohydrate loading versus fasting in patients undergoing colorectal surgery.,2025,2019.0,1.0
39842663,35718790,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,"Efficacy of the Oral Administration of Maltodextrin Fructose Before Major Abdominal Surgery: A Prospective, Multicenter Clinical Study.",2025,2022.0,1.0
39842663,20205227,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,Randomized controlled trial of preoperative oral carbohydrate treatment in major abdominal surgery.,2025,2010.0,1.0
39842663,19363695,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,"Preoperative fasting of 2 hours minimizes insulin resistance and organic response to trauma after video-cholecystectomy: a randomized, controlled, clinical trial.",2025,2009.0,1.0
39842663,22235107,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,"Evaluation of the effects of a preoperative 2-hour fast with maltodextrine and glutamine on insulin resistance, acute-phase response, nitrogen balance, and serum glutathione after laparoscopic cholecystectomy: a controlled randomized trial.",2025,2012.0,1.0
39842663,32155622,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,Preoperative Oral Carbohydrate Reduces Postoperative Insulin Resistance by Activating AMP-Activated Protein Kinase after Colorectal Surgery.,2025,2020.0,1.0
39844067,24548571,The risks of adverse events with mirtazapine for adults with major depressive disorder: a systematic review with meta-analysis and trial sequential analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2025,2014.0,1.0
39892620,15739210,Preoperative Oral Carbohydrate for Lower Extremity Arthroplasty: A Systematic Review and Meta-Analysis.,Randomized clinical trial of the effects of oral preoperative carbohydrates on postoperative nausea and vomiting after laparoscopic cholecystectomy.,2025,2005.0,1.0
39949865,24548571,Improving cognitive impairment through chronic consumption of natural compounds/extracts: a systematic review and meta-analysis of randomized controlled trials.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2024,2014.0,1.0
39952454,29915986,"The Power of Prehabilitation, the Reporting of Power Calculations in Randomized Clinical Trials Evaluating Prehabilitation in Cancer Surgery: A Systematic Review and Meta-research Study.",The impact of preoperative carbohydrate loading on intraoperative body temperature: a randomized controlled clinical trial.,2025,2018.0,1.0
39952454,31309323,"The Power of Prehabilitation, the Reporting of Power Calculations in Randomized Clinical Trials Evaluating Prehabilitation in Cancer Surgery: A Systematic Review and Meta-research Study.",A randomised controlled study of preoperative oral carbohydrate loading versus fasting in patients undergoing colorectal surgery.,2025,2019.0,1.0
39957508,24548571,Psychological interventions for preventing relapse in individuals with partial remission of depression: a systematic review and individual participant data meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2025,2014.0,1.0
39970619,24548571,Esketamine reduces the risk of postpartum depression in women undergoing cesarean section: A systematic review and meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2025,2014.0,1.0
40010834,24548571,Efficacy and safety of balneotherapy in rheumatology: a systematic review and meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2025,2014.0,1.0
40063290,16919107,Effect of the enhanced recovery after surgery protocol in patients undergoing elective craniotomies: a systematic review and meta-analysis.,Pre-operative oral carbohydrate loading in colorectal surgery: a randomized controlled trial.,2025,2006.0,1.0
40063290,30497695,Effect of the enhanced recovery after surgery protocol in patients undergoing elective craniotomies: a systematic review and meta-analysis.,A randomized controlled study of preoperative oral carbohydrate loading versus fasting in patients undergoing elective craniotomy.,2025,2019.0,1.0
40074621,24548571,The analgesic effects of novel fascial plane blocks compared with intrathecal morphine after Caesarean delivery: a systematic review and meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2025,2014.0,1.0
40102852,24548571,Prevalence of subclinical hypothyroidism in polycystic ovary syndrome and its impact on insulin resistance: a systematic review and meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2025,2014.0,1.0
40153084,24548571,Conflict resolution of the beams: CT vs. MRI in recurrent hernia detection: a systematic review and meta-analysis of mesh visualization and other outcomes.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2025,2014.0,1.0
40154089,24548571,Associations between light at night and mental health: A systematic review and meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2025,2014.0,1.0
40165971,24548571,Prognostic and predictive value of pre-treatment blood-based inflammatory biomarkers in patients with urothelial carcinoma treated with immune checkpoint inhibitors: a systematic review and meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2025,2014.0,1.0
